# Tiempo [s],Tensión [V],Desplazamiento [mm]
1.665727302438828872e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.668778944591809932e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.671830586744791347e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.674882228897772407e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.677933871050753822e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.680985513203734882e+01,8.018446208012845133e+00,8.755303738460275653e+00
1.684037155356715942e+01,8.018446208012845133e+00,8.775491149921251122e+00
1.687088797509697358e+01,8.018446208012845133e+00,8.775491149921251122e+00
1.690140439662678773e+01,8.018446208012845133e+00,8.775491149921251122e+00
1.693192081815659833e+01,8.018446208012845133e+00,8.775491149921251122e+00
1.696243723968640893e+01,8.018446208012845133e+00,8.775491149921251122e+00
1.699295366121622308e+01,8.018446208012845133e+00,8.775491149921251122e+00
1.702347008274603724e+01,8.018446208012845133e+00,8.775491149921251122e+00
1.705398650427584784e+01,8.018446208012845133e+00,8.775491149921251122e+00
1.708450292580565844e+01,8.018446208012845133e+00,8.775491149921251122e+00
1.711501934733547259e+01,8.018446208012845133e+00,8.775491149921251122e+00
1.714553576886528674e+01,8.018446208012845133e+00,8.775491149921251122e+00
1.717605219039509734e+01,8.018446208012845133e+00,8.770499885313777000e+00
1.720656861192490794e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.723708503345472209e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.726760145498453269e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.729811787651434685e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.732863429804415745e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.735915071957396805e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.738966714110378220e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.742018356263359635e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.745069998416340695e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.748121640569321755e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.751173282722303171e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.754224924875284586e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.757276567028265646e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.760328209181246706e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.763379851334228121e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.766431493487209536e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.769483135640190596e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.772534777793171656e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.775586419946153072e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.778638062099134132e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.781689704252115547e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.784741346405096607e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.787792988558077667e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.790844630711059082e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.793896272864040498e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.796947915017021558e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.799999557170002618e+01,8.018446208012845133e+00,8.747612420214043283e+00
1.803051199322984033e+01,8.018446208012845133e+00,8.747612420214043283e+00
